baths,beds,cats_allowed,comes_furnished,dogs_allowed,electric_vehicle_charge,id,lat,laundry_options,long,parking_options,price,region,smoking_allowed,sqfeet,state,type,wheelchair_access
1.5,2,1,0,1,0,7011304421,43.9672,w/d hookups,-75.8896,attached garage,975,watertown,1,1191,ny,townhouse,0
1,2,1,0,1,0,7008601042,44.1522,w/d hookups,-75.7111,detached garage,850,watertown,1,1106,ny,apartment,0
1,2,1,0,1,0,7009317337,43.9758,w/d hookups,-75.8828,detached garage,972,watertown,1,1106,ny,apartment,0
2,3,1,0,1,0,7009303671,43.974,w/d hookups,-75.8837,detached garage,1050,watertown,1,1499,ny,apartment,0
1,2,0,0,0,0,7027052069,43.9743,w/d in unit,-75.9122,off-street parking,1050,watertown,0,1600,ny,house,0
1,1,0,0,0,0,7027110836,44.0561,laundry in bldg,-75.5171,off-street parking,575,watertown,1,800,ny,apartment,0
1,1,1,0,1,0,7010677825,43.9494,w/d in unit,-76.1133,off-street parking,925,watertown,1,821,ny,apartment,0
2,3,0,0,0,0,7008584807,43.9743,w/d hookups,-75.9122,detached garage,1050,watertown,1,1499,ny,apartment,0
1,2,1,0,1,0,7010077446,43.9757,w/d hookups,-75.8832,detached garage,972,watertown,1,1106,ny,apartment,0
1,2,1,0,1,0,7027450252,44.0323,w/d hookups,-75.8444,attached garage,995,watertown,1,1005,ny,townhouse,0
2.5,4,1,0,1,0,7010085616,43.9751,w/d hookups,-75.8822,attached garage,1325,watertown,1,1764,ny,townhouse,0
2.5,3,1,0,1,0,7027490098,44.0323,w/d hookups,-75.8444,attached garage,1095,watertown,1,1354,ny,townhouse,0
2.5,4,1,0,1,0,7027525930,44.0323,w/d hookups,-75.8444,attached garage,1295,watertown,1,1525,ny,townhouse,0
2,4,1,0,1,0,7010722947,44.2293,w/d hookups,-76.0731,detached garage,1200,watertown,1,1578,ny,apartment,0
1,1,0,0,0,0,7025073943,44.0069,w/d in unit,-76.065,off-street parking,1150,watertown,1,800,ny,house,0
1,2,0,0,0,0,7027557146,43.9743,w/d in unit,-75.9122,off-street parking,1050,watertown,0,1600,ny,house,0
1,2,1,0,1,0,7011300428,43.9672,w/d hookups,-75.8896,detached garage,894,watertown,1,1062,ny,apartment,0
2.5,3,1,0,1,0,7010663765,43.7893,w/d hookups,-75.4156,attached garage,975,watertown,1,1445,ny,townhouse,0
2.5,4,1,0,1,0,7028115020,44.0323,w/d hookups,-75.8444,attached garage,1390,watertown,1,1525,ny,townhouse,0
1.5,2,1,0,1,0,7012003220,43.8801,w/d hookups,-75.6839,attached garage,829,watertown,1,1300,ny,townhouse,0
2,2,0,0,0,0,7009385634,43.9743,w/d hookups,-75.9122,off-street parking,790,watertown,1,950,ny,apartment,0
1,2,0,0,0,0,7028411776,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7028422162,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,1,0,1,0,7028538844,43.5659,laundry in bldg,-76.1229,off-street parking,875,watertown,0,900,ny,duplex,0
1,2,0,0,0,0,7028529324,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7028785151,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7028843779,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7028933384,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1.5,3,0,0,0,0,7018327691,44.2385,w/d in unit,-76.0756,off-street parking,950,watertown,0,1400,ny,duplex,0
1,2,0,0,0,0,7029427074,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7029688445,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7030025798,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,apartment,0
1.5,3,0,0,0,0,7016419126,43.9826,w/d hookups,-75.9043,off-street parking,1075,watertown,1,1300,ny,house,0
1,2,0,0,0,0,7030274675,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7030548430,43.9743,w/d in unit,-75.9122,off-street parking,1000,watertown,0,1600,ny,duplex,0
1,2,0,0,0,0,7026461958,44.0202,w/d in unit,-75.7628,attached garage,900,watertown,0,1000,ny,duplex,0
1,2,0,0,0,0,7026461401,44.0202,w/d in unit,-75.7628,attached garage,900,watertown,0,1000,ny,duplex,0
1.5,2,1,0,1,0,7014265543,43.8801,w/d hookups,-75.6839,attached garage,829,watertown,1,1300,ny,townhouse,0
2,2,0,0,0,0,7031019474,43.9738,w/d in unit,-75.9055,off-street parking,1095,watertown,0,1200,ny,apartment,0
1.5,2,0,0,0,0,7024989268,40.3172,w/d in unit,-82.056,off-street parking,595,zanesville / cambridge,1,1000,oh,manufactured,0
1.5,3,1,0,1,0,7027073709,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1,2,1,0,1,0,7027388128,39.9803,laundry in bldg,-82.0421,street parking,729,zanesville / cambridge,1,886,oh,apartment,0
1.5,3,1,0,1,0,7027402871,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027429715,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027484728,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027512334,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027597487,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027707860,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7027977157,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7028037621,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7028083288,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7028203142,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7028294188,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7029470088,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7029503399,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7029570902,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7029598823,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1,2,0,0,0,0,7030673281,39.9274,w/d hookups,-82.0041,street parking,550,zanesville / cambridge,1,878,oh,apartment,0
1.5,3,1,0,1,0,7031611448,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7031655458,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7031671520,40.0427,w/d hookups,-82.4566,off-street parking,1026,zanesville / cambridge,1,1290,oh,apartment,0
1,2,1,0,1,0,7031949063,39.9274,w/d hookups,-82.0041,street parking,550,zanesville / cambridge,1,878,oh,apartment,0
1.5,3,1,0,1,0,7031949358,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1,2,1,0,1,0,7031949947,39.9274,w/d hookups,-82.0041,street parking,550,zanesville / cambridge,1,878,oh,apartment,0
1,2,1,0,1,0,7031950311,39.9274,w/d hookups,-82.0041,street parking,550,zanesville / cambridge,1,878,oh,apartment,0
1,1,1,0,1,0,7031978495,40.0197,w/d hookups,-82.3875,off-street parking,645,zanesville / cambridge,1,650,oh,townhouse,0
1.5,3,1,0,1,0,7031984890,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032008472,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032040592,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,2,1,0,1,0,7032066520,40.0427,w/d hookups,-82.4566,off-street parking,806,zanesville / cambridge,1,975,oh,apartment,0
1.5,3,1,0,1,0,7032104076,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,2,1,0,1,0,7032172401,40.0427,w/d hookups,-82.4566,off-street parking,806,zanesville / cambridge,1,975,oh,apartment,0
1.5,3,1,0,1,0,7032238487,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032300303,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032624222,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032676040,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032720019,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,2,1,0,1,0,7032805821,40.0427,w/d hookups,-82.4566,off-street parking,806,zanesville / cambridge,1,975,oh,apartment,0
1.5,3,1,0,1,0,7032879928,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032932335,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032973595,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7032988876,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1.5,3,1,0,1,0,7033012418,40.0427,w/d hookups,-82.4566,off-street parking,956,zanesville / cambridge,1,1220,oh,apartment,0
1,1,0,0,0,0,7044797921,36.1497,laundry on site,-95.9054,off-street parking,565,tulsa,1,650,ok,apartment,0
1,2,0,0,0,0,7044800842,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1,2,0,0,0,0,7044816651,36.1497,laundry on site,-95.9054,off-street parking,685,tulsa,1,900,ok,apartment,0
1,2,0,0,0,0,7044816204,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1,1,0,0,0,0,7044818840,36.1448,laundry on site,-95.8866,off-street parking,565,tulsa,1,865,ok,apartment,0
1,1,1,0,1,0,7044826671,36.0976,laundry on site,-95.9228,off-street parking,525,tulsa,0,707,ok,apartment,0
1,1,1,0,1,0,7030718272,36.0947,laundry on site,-95.9787,off-street parking,475,tulsa,1,503,ok,apartment,0
1,1,0,0,0,0,7044815580,36.1497,laundry on site,-95.9054,off-street parking,565,tulsa,1,650,ok,apartment,0
1,1,0,0,0,0,7044821293,36.0948,no laundry on site,-95.9655,off-street parking,565,tulsa,1,750,ok,apartment,0
1,1,0,0,0,0,7044831430,36.0896,laundry on site,-95.9483,off-street parking,565,tulsa,1,700,ok,apartment,0
1.5,2,0,0,0,0,7044813689,36.1448,laundry on site,-95.8866,off-street parking,750,tulsa,1,950,ok,apartment,0
1.5,2,0,0,0,0,7044840061,36.1448,laundry on site,-95.8866,off-street parking,750,tulsa,1,950,ok,apartment,0
1,2,1,0,1,0,7044847806,36.0976,laundry on site,-95.9228,off-street parking,585,tulsa,0,936,ok,apartment,0
1.5,2,0,0,0,0,7044829555,36.0948,no laundry on site,-95.9655,off-street parking,750,tulsa,1,864,ok,apartment,0
1.5,2,1,1,1,0,7044848654,36.0976,laundry on site,-95.9228,off-street parking,625,tulsa,1,975,ok,apartment,0
1.5,2,0,0,0,0,7044836563,36.0896,laundry on site,-95.9483,off-street parking,750,tulsa,1,1000,ok,apartment,0
1,1,0,0,0,0,7044845209,36.1448,laundry on site,-95.8866,off-street parking,565,tulsa,1,865,ok,apartment,0
1,2,0,0,0,0,7044842272,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1.5,2,1,0,1,0,7044864433,36.1259,w/d hookups,-95.8654,off-street parking,685,tulsa,1,900,ok,apartment,0
1,1,0,0,0,0,7044857267,36.0896,laundry on site,-95.9483,off-street parking,565,tulsa,1,700,ok,apartment,0
1,1,0,0,0,0,7044858940,36.1448,laundry on site,-95.8866,off-street parking,565,tulsa,1,865,ok,apartment,0
1,2,0,0,0,0,7044860057,36.1497,laundry on site,-95.9054,off-street parking,685,tulsa,1,900,ok,apartment,0
1,2,0,0,0,0,7044857176,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1,2,1,0,1,0,7027776485,36.1546,laundry on site,-95.8688,off-street parking,700,tulsa,1,850,ok,apartment,0
1,1,0,0,0,0,7044862628,36.0948,no laundry on site,-95.9655,off-street parking,565,tulsa,1,750,ok,apartment,0
1.5,2,0,0,0,0,7044854770,36.1448,laundry on site,-95.8866,off-street parking,750,tulsa,1,950,ok,apartment,0
1.5,2,0,0,0,0,7044864348,36.0948,no laundry on site,-95.9655,off-street parking,750,tulsa,1,864,ok,apartment,0
1,1,0,0,0,0,7044859219,36.1497,laundry on site,-95.9054,off-street parking,565,tulsa,1,650,ok,apartment,0
1,1,0,0,0,0,7044872947,36.1448,laundry on site,-95.8866,off-street parking,565,tulsa,1,865,ok,apartment,0
1.5,2,0,0,0,0,7044868750,36.1448,laundry on site,-95.8866,off-street parking,750,tulsa,1,950,ok,apartment,0
1,2,0,0,0,0,7044870550,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1.5,2,0,0,0,0,7044876708,36.1448,laundry on site,-95.8866,off-street parking,750,tulsa,1,950,ok,apartment,0
1,2,0,0,0,0,7044878907,36.1448,laundry on site,-95.8866,off-street parking,685,tulsa,1,950,ok,apartment,0
1,2,1,0,1,0,7050116943,39.4957,laundry on site,-119.811,off-street parking,1099,reno / tahoe,0,850,nv,apartment,0
3,4,0,0,1,0,7050187734,39.4191,w/d in unit,-119.717,attached garage,2300,reno / tahoe,0,2358,nv,house,0
2,3,1,0,1,0,7050227058,39.7806,laundry on site,-120.611,attached garage,1850,reno / tahoe,0,1700,nv,house,0
1,1,0,1,0,0,7050229273,39.5263,laundry on site,-119.816,off-street parking,229,reno / tahoe,0,200,nv,apartment,1
2,3,1,0,1,0,7050226501,39.4023,w/d in unit,-119.743,carport,1148,reno / tahoe,0,1143,nv,apartment,0
1,2,0,1,0,0,7050264700,38.917,w/d in unit,-119.987,off-street parking,2250,reno / tahoe,0,1300,nv,apartment,0
1,1,1,0,1,0,7050274332,39.5185,w/d in unit,-119.891,carport,1249,reno / tahoe,1,665,nv,apartment,0
2,2,1,0,1,0,7050274416,39.5583,w/d in unit,-119.708,carport,1476,reno / tahoe,1,960,nv,apartment,0
2,3,1,0,1,0,7034139872,39.5502,w/d in unit,-119.718,off-street parking,1899,reno / tahoe,1,1256,nv,apartment,0
1,1,1,0,1,0,7050292784,39.4572,laundry in bldg,-119.776,carport,1086,reno / tahoe,1,720,nv,apartment,0
2,2,1,0,1,0,7050294802,39.5356,w/d in unit,-119.727,detached garage,1649,reno / tahoe,0,1077,nv,apartment,1
1,1,1,0,1,0,7050295710,39.5356,w/d in unit,-119.727,carport,1449,reno / tahoe,0,712,nv,apartment,1
2,2,1,0,1,0,7050299122,39.6269,w/d in unit,-119.708,attached garage,1775,reno / tahoe,1,1683,nv,apartment,0
1,1,1,0,1,0,7050299335,39.5684,w/d in unit,-119.696,carport,1333,reno / tahoe,1,740,nv,apartment,0
1,1,1,0,1,0,7050300494,39.5356,w/d in unit,-119.727,carport,1399,reno / tahoe,0,714,nv,apartment,1
1,1,1,0,1,0,7050302138,39.5502,w/d in unit,-119.718,carport,1449,reno / tahoe,1,764,nv,apartment,0
2,2,1,0,1,0,7050306734,39.4477,w/d in unit,-119.771,carport,1295,reno / tahoe,1,957,nv,apartment,0
2,2,1,0,1,0,7050304893,39.5207,w/d in unit,-119.871,carport,1474,reno / tahoe,1,1171,nv,apartment,0
1,2,0,0,0,0,7049022726,39.1629,laundry on site,-119.759,off-street parking,895,reno / tahoe,0,670,nv,apartment,0
2,2,1,0,1,0,7050309461,39.3953,w/d in unit,-119.895,carport,1295,reno / tahoe,1,957,nv,apartment,0
2,4,1,0,1,0,7024901984,33.7377,w/d in unit,-78.9787,attached garage,2100,myrtle beach,0,2665,sc,house,0
2.5,4,0,0,0,0,7006407186,33.7319,w/d hookups,-78.8932,attached garage,2200,myrtle beach,1,2800,sc,apartment,0
1,1,1,0,1,0,7024965641,33.7377,w/d hookups,-78.9787,off-street parking,903,myrtle beach,1,761,sc,apartment,0
1,1,1,0,1,0,7024992122,33.7377,w/d hookups,-78.9787,off-street parking,1000,myrtle beach,1,833,sc,apartment,0
1,1,1,0,1,0,7025206279,33.7377,w/d hookups,-78.9787,off-street parking,968,myrtle beach,1,761,sc,apartment,0
2,3,1,0,1,0,7008905519,33.7377,w/d in unit,-78.9787,attached garage,750,myrtle beach,1,1400,sc,house,0
1,1,1,0,1,0,7025766871,33.7377,w/d hookups,-78.9787,off-street parking,903,myrtle beach,1,761,sc,apartment,0
1,1,1,0,1,0,7025822265,33.7377,w/d hookups,-78.9787,off-street parking,1020,myrtle beach,1,833,sc,apartment,0
1,1,1,0,1,0,7025896171,33.7377,w/d hookups,-78.9787,off-street parking,968,myrtle beach,1,761,sc,apartment,0
1,1,1,0,1,0,7026722675,33.6994,w/d in unit,-78.9137,off-street parking,1035,myrtle beach,0,615,sc,apartment,0
2,2,1,0,1,0,7018769085,33.6994,w/d in unit,-78.9137,off-street parking,1250,myrtle beach,0,985,sc,apartment,0
1,2,0,0,0,0,7030397779,45.4543,laundry in bldg,-98.4855,off-street parking,675,south dakota,1,780,sd,apartment,0
1,1,1,0,1,0,7014968494,44.3826,w/d hookups,-100.32,off-street parking,805,south dakota,0,573,sd,apartment,0
1,1,1,0,1,0,7014974240,44.3828,w/d hookups,-100.32,off-street parking,860,south dakota,0,753,sd,apartment,0
2,4,1,0,1,0,7019354181,43.7123,w/d in unit,-98.0411,off-street parking,1250,south dakota,0,2400,sd,house,0
1,1,1,0,1,0,7035943198,43.7095,laundry on site,-98.0269,off-street parking,550,south dakota,0,500,sd,apartment,0
1,2,1,0,1,0,7035893428,43.7208,laundry on site,-98.0187,off-street parking,750,south dakota,0,600,sd,apartment,0
1,0,0,0,0,0,7035891556,43.7115,w/d in unit,-98.024,carport,900,south dakota,1,900,sd,apartment,0
1,3,1,0,1,0,7035885879,43.7003,w/d in unit,-98.0225,off-street parking,900,south dakota,0,1000,sd,house,0
3,4,1,0,1,0,7035884551,43.7423,w/d in unit,-97.9862,attached garage,1750,south dakota,0,2000,sd,house,0
1,1,0,0,0,0,7037270070,43.8259,w/d hookups,-96.7031,attached garage,650,south dakota,0,800,sd,townhouse,0
1.5,2,1,0,1,0,7035882859,43.5517,w/d in unit,-97.5075,off-street parking,700,south dakota,0,1200,sd,house,0
1.5,1,1,0,1,0,7027119943,43.7094,w/d in unit,-98.0298,off-street parking,800,south dakota,0,800,sd,apartment,0
1,2,1,0,1,0,7027121328,43.7198,laundry on site,-98.0187,off-street parking,725,south dakota,0,600,sd,apartment,0
1,2,1,1,1,0,7027123540,43.7199,laundry in bldg,-98.0171,off-street parking,825,south dakota,0,675,sd,apartment,0
1,2,1,0,1,0,7027137110,43.7208,laundry on site,-98.0187,off-street parking,725,south dakota,0,675,sd,apartment,0
1,2,1,0,1,0,7027138221,43.7208,laundry in bldg,-98.0187,off-street parking,750,south dakota,0,600,sd,apartment,0
2.5,3,1,0,1,0,7027141255,43.6992,w/d in unit,-98.0241,attached garage,1550,south dakota,0,1660,sd,apartment,0
1.5,3,1,0,1,0,7027143015,43.7004,w/d in unit,-98.0271,off-street parking,850,south dakota,0,1200,sd,house,0
1,3,1,0,1,0,7027144554,43.7123,w/d in unit,-98.0411,detached garage,950,south dakota,0,1200,sd,house,0
1,2,1,0,1,0,7027145617,43.7067,no laundry on site,-98.0338,off-street parking,575,south dakota,0,750,sd,house,0
1,2,1,0,1,0,7027570912,43.7104,w/d in unit,-98.0297,detached garage,600,south dakota,0,800,sd,house,0
1,2,1,0,1,0,7027573430,43.7094,w/d in unit,-98.0298,street parking,800,south dakota,0,700,sd,house,0
1,2,1,0,1,0,7027575001,43.7116,w/d in unit,-98.0087,detached garage,800,south dakota,0,750,sd,house,0
2,4,0,0,1,0,7047460720,43.452,w/d hookups,-96.8377,attached garage,1575,south dakota,0,2000,sd,house,0
1,1,0,0,0,0,7047239776,44.8087,laundry in bldg,-95.5516,off-street parking,50,south dakota,0,600,sd,apartment,0
1,0,0,0,0,0,7048317113,44.308,laundry on site,-96.7897,off-street parking,360,south dakota,0,300,sd,apartment,0
2,4,0,0,0,0,7041709229,44.9043,w/d in unit,-97.124,attached garage,1395,south dakota,0,2200,sd,house,0
1,3,1,0,1,0,7049173828,43.7136,w/d in unit,-98.0122,detached garage,950,south dakota,0,1200,sd,house,0
1,1,0,1,1,0,7049522321,43.7656,laundry in bldg,-103.593,off-street parking,1100,south dakota,1,600,sd,apartment,1
1,2,1,0,1,0,7046599132,42.6863,laundry in bldg,-96.6613,off-street parking,590,south dakota,0,875,sd,apartment,0
1,1,1,1,1,0,7049593228,42.87,laundry in bldg,-97.3912,off-street parking,1000,south dakota,0,250,sd,apartment,1
1,1,0,0,0,0,7034745322,43.3703,laundry on site,-96.9908,off-street parking,420,south dakota,1,500,sd,apartment,0
2,5,0,0,1,0,7050931478,42.7913,w/d in unit,-96.8265,off-street parking,1300,south dakota,0,2000,sd,duplex,0
1,1,1,0,1,0,7024946396,43.5179,w/d in unit,-96.7924,detached garage,690,sioux falls / SE SD,0,720,sd,apartment,0
1,1,1,0,1,0,7024966197,43.5564,laundry in bldg,-96.73,off-street parking,535,sioux falls / SE SD,1,525,sd,apartment,0
